Date,Upload Date,Channel,Video,Views
2021-04-24,2014-06-26,Miranda Lambert,Somethin' Bad,128217728
2021-04-24,2014-11-06,Carrie Underwood,Something in the Water,32976473
2021-04-24,2015-01-31,Carrie Underwood,Little Toy Guns,21681010
2021-04-24,2015-08-25,Carrie Underwood,Smoke Break,19774700
2021-04-24,2015-12-02,Carrie Underwood,Heartbeat,22271007
2021-04-24,2016-05-12,Carrie Underwood,Church Bells,50356298
2021-04-24,2016-10-13,Carrie Underwood,Dirty Laundry,39565413
2021-04-24,2018-05-06,Carrie Underwood,Cry Pretty,20650855
2021-04-24,2018-09-11,Carrie Underwood,Love Wins,14151389
2021-04-24,2019-06-07,Carrie Underwood,Southbound,17101058
2021-04-24,2019-11-20,Carrie Underwood,Drinking Alone,13953603
2021-04-24,2020-11-20,Carrie Underwood,Hallelujah,6465080
2021-04-25,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71068642
2021-04-25,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21750210
2021-04-25,2009-10-02,Carrie Underwood,Before He Cheats,135060739
2021-04-25,2009-10-02,Carrie Underwood,Wasted,30121657
2021-04-25,2009-10-02,Carrie Underwood,So Small,32002337
2021-04-25,2009-10-02,Carrie Underwood,All-American Girl,35291905
2021-04-25,2009-10-02,Carrie Underwood,Last Name,26719407
2021-04-25,2009-10-02,Carrie Underwood,Just A Dream,85870037
2021-04-25,2017-12-04,Carrie Underwood,I Told You So,2630769
2021-04-25,2009-11-14,Carrie Underwood,Cowboy Casanova,37870417
2021-04-25,2010-01-20,Carrie Underwood,Temporary Home,45722572
2021-04-25,2010-05-11,Carrie Underwood,Undo It,14127119
2021-04-25,2010-09-23,Carrie Underwood,Mama's Song,52478290
2021-04-25,2011-07-28,Brad Paisley,Remind Me,137208169
2021-04-25,2012-03-12,Carrie Underwood,Good Girl,38078073
2021-04-25,2012-08-01,Carrie Underwood,Blown Away,50649386
2021-04-25,2013-01-23,Carrie Underwood,Two Black Cadillacs,48643353
2021-04-25,2013-06-07,Carrie Underwood,See You Again,46956230
2021-04-25,2014-06-26,Miranda Lambert,Somethin' Bad,128245389
2021-04-25,2014-11-06,Carrie Underwood,Something in the Water,32979806
2021-04-25,2015-01-31,Carrie Underwood,Little Toy Guns,21683058
2021-04-25,2015-08-25,Carrie Underwood,Smoke Break,19775555
2021-04-25,2015-12-02,Carrie Underwood,Heartbeat,22272491
2021-04-25,2016-05-12,Carrie Underwood,Church Bells,50364014
2021-04-25,2016-10-13,Carrie Underwood,Dirty Laundry,39569916
2021-04-25,2018-05-06,Carrie Underwood,Cry Pretty,20652748
2021-04-25,2018-09-11,Carrie Underwood,Love Wins,14153495
2021-04-25,2019-06-07,Carrie Underwood,Southbound,17104285
2021-04-25,2019-11-20,Carrie Underwood,Drinking Alone,13961491
2021-04-25,2020-11-20,Carrie Underwood,Hallelujah,6475604
2021-04-26,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71091612
2021-04-26,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21752752
2021-04-26,2009-10-02,Carrie Underwood,Before He Cheats,135086997
2021-04-26,2009-10-02,Carrie Underwood,Wasted,30124284
2021-04-26,2009-10-02,Carrie Underwood,So Small,32004813
2021-04-26,2009-10-02,Carrie Underwood,All-American Girl,35295853
2021-04-26,2009-10-02,Carrie Underwood,Last Name,26722891
2021-04-26,2009-10-02,Carrie Underwood,Just A Dream,85877861
2021-04-26,2017-12-04,Carrie Underwood,I Told You So,2633423
2021-04-26,2009-11-14,Carrie Underwood,Cowboy Casanova,37875357
2021-04-26,2010-01-20,Carrie Underwood,Temporary Home,45729578
2021-04-26,2010-05-11,Carrie Underwood,Undo It,14129835
2021-04-26,2010-09-23,Carrie Underwood,Mama's Song,52487936
2021-04-26,2011-07-28,Brad Paisley,Remind Me,137236021
2021-04-26,2012-03-12,Carrie Underwood,Good Girl,38084241
2021-04-26,2012-08-01,Carrie Underwood,Blown Away,50658450
2021-04-26,2013-01-23,Carrie Underwood,Two Black Cadillacs,48658046
2021-04-26,2013-06-07,Carrie Underwood,See You Again,46960679
2021-04-26,2014-06-26,Miranda Lambert,Somethin' Bad,128282485
2021-04-26,2014-11-06,Carrie Underwood,Something in the Water,32984225
2021-04-26,2015-01-31,Carrie Underwood,Little Toy Guns,21686689
2021-04-26,2015-08-25,Carrie Underwood,Smoke Break,19776976
2021-04-26,2015-12-02,Carrie Underwood,Heartbeat,22274801
2021-04-26,2016-05-12,Carrie Underwood,Church Bells,50374775
2021-04-26,2016-10-13,Carrie Underwood,Dirty Laundry,39576869
2021-04-26,2018-05-06,Carrie Underwood,Cry Pretty,20655715
2021-04-26,2018-09-11,Carrie Underwood,Love Wins,14157651
2021-04-26,2019-06-07,Carrie Underwood,Southbound,17109345
2021-04-26,2019-11-20,Carrie Underwood,Drinking Alone,13971618
2021-04-26,2020-11-20,Carrie Underwood,Hallelujah,6488115
2021-04-27,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71117515
2021-04-27,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21755568
2021-04-27,2009-10-02,Carrie Underwood,Before He Cheats,135118843
2021-04-27,2009-10-02,Carrie Underwood,Wasted,30127484
2021-04-27,2009-10-02,Carrie Underwood,So Small,32007562
2021-04-27,2009-10-02,Carrie Underwood,All-American Girl,35300434
2021-04-27,2009-10-02,Carrie Underwood,Last Name,26726914
2021-04-27,2009-10-02,Carrie Underwood,Just A Dream,85886985
2021-04-27,2017-12-04,Carrie Underwood,I Told You So,2636563
2021-04-27,2009-11-14,Carrie Underwood,Cowboy Casanova,37881075
2021-04-27,2010-01-20,Carrie Underwood,Temporary Home,45737459
2021-04-27,2010-05-11,Carrie Underwood,Undo It,14132956
2021-04-27,2010-09-23,Carrie Underwood,Mama's Song,52498882
2021-04-27,2011-07-28,Brad Paisley,Remind Me,137269017
2021-04-27,2012-03-12,Carrie Underwood,Good Girl,38091564
2021-04-27,2012-08-01,Carrie Underwood,Blown Away,50668921
2021-04-27,2013-01-23,Carrie Underwood,Two Black Cadillacs,48674702
2021-04-27,2013-06-07,Carrie Underwood,See You Again,46966375
2021-04-27,2014-06-26,Miranda Lambert,Somethin' Bad,128327272
2021-04-27,2014-11-06,Carrie Underwood,Something in the Water,32990040
2021-04-27,2015-01-31,Carrie Underwood,Little Toy Guns,21691200
2021-04-27,2015-08-25,Carrie Underwood,Smoke Break,19778668
2021-04-27,2015-12-02,Carrie Underwood,Heartbeat,22277492
2021-04-27,2016-05-12,Carrie Underwood,Church Bells,50386496
2021-04-27,2016-10-13,Carrie Underwood,Dirty Laundry,39584959
2021-04-27,2018-05-06,Carrie Underwood,Cry Pretty,20659110
2021-04-27,2018-09-11,Carrie Underwood,Love Wins,14162211
2021-04-27,2019-06-07,Carrie Underwood,Southbound,17115793
2021-04-27,2019-11-20,Carrie Underwood,Drinking Alone,13983314
2021-04-27,2020-11-20,Carrie Underwood,Hallelujah,6500248
2021-04-28,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71133395
2021-04-28,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21757230
2021-04-28,2009-10-02,Carrie Underwood,Before He Cheats,135136815
2021-04-28,2009-10-02,Carrie Underwood,Wasted,30129294
2021-04-28,2009-10-02,Carrie Underwood,So Small,32009221
2021-04-28,2009-10-02,Carrie Underwood,All-American Girl,35303108
2021-04-28,2009-10-02,Carrie Underwood,Last Name,26729379
2021-04-28,2009-10-02,Carrie Underwood,Just A Dream,85892342
2021-04-28,2017-12-04,Carrie Underwood,I Told You So,2638559
2021-04-28,2009-11-14,Carrie Underwood,Cowboy Casanova,37884422
2021-04-28,2010-01-20,Carrie Underwood,Temporary Home,45742460
2021-04-28,2010-05-11,Carrie Underwood,Undo It,14134994
2021-04-28,2010-09-23,Carrie Underwood,Mama's Song,52505628
2021-04-28,2011-07-28,Brad Paisley,Remind Me,137288802
2021-04-28,2012-03-12,Carrie Underwood,Good Girl,38095792
2021-04-28,2012-08-01,Carrie Underwood,Blown Away,50674954
2021-04-28,2013-01-23,Carrie Underwood,Two Black Cadillacs,48684206
2021-04-28,2013-06-07,Carrie Underwood,See You Again,46969510
2021-04-28,2014-06-26,Miranda Lambert,Somethin' Bad,128351383
2021-04-28,2014-11-06,Carrie Underwood,Something in the Water,32993741
2021-04-28,2015-01-31,Carrie Underwood,Little Toy Guns,21693610
2021-04-28,2015-08-25,Carrie Underwood,Smoke Break,19779735
2021-04-28,2015-12-02,Carrie Underwood,Heartbeat,22279055
2021-04-28,2016-05-12,Carrie Underwood,Church Bells,50393480
2021-04-28,2016-10-13,Carrie Underwood,Dirty Laundry,39589279
2021-04-28,2018-05-06,Carrie Underwood,Cry Pretty,20661117
2021-04-28,2018-09-11,Carrie Underwood,Love Wins,14164936
2021-04-28,2019-06-07,Carrie Underwood,Southbound,17119444
2021-04-28,2019-11-20,Carrie Underwood,Drinking Alone,13990474
2021-04-28,2020-11-20,Carrie Underwood,Hallelujah,6507337
2021-04-29,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71157322
2021-04-29,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21759779
2021-04-29,2009-10-02,Carrie Underwood,Before He Cheats,135165622
2021-04-29,2009-10-02,Carrie Underwood,Wasted,30132221
2021-04-29,2009-10-02,Carrie Underwood,So Small,32011747
2021-04-29,2009-10-02,Carrie Underwood,All-American Girl,35307184
2021-04-29,2009-10-02,Carrie Underwood,Last Name,26732816
2021-04-29,2009-10-02,Carrie Underwood,Just A Dream,85900493
2021-04-29,2017-12-04,Carrie Underwood,I Told You So,2641558
2021-04-29,2009-11-14,Carrie Underwood,Cowboy Casanova,37889617
2021-04-29,2010-01-20,Carrie Underwood,Temporary Home,45750743
2021-04-29,2010-05-11,Carrie Underwood,Undo It,14137853
2021-04-29,2010-09-23,Carrie Underwood,Mama's Song,52516479
2021-04-29,2011-07-28,Brad Paisley,Remind Me,137317944
2021-04-29,2012-03-12,Carrie Underwood,Good Girl,38102763
2021-04-29,2012-08-01,Carrie Underwood,Blown Away,50684783
2021-04-29,2013-01-23,Carrie Underwood,Two Black Cadillacs,48699431
2021-04-29,2013-06-07,Carrie Underwood,See You Again,46974737
2021-04-29,2014-06-26,Miranda Lambert,Somethin' Bad,128392721
2021-04-29,2014-11-06,Carrie Underwood,Something in the Water,32999252
2021-04-29,2015-01-31,Carrie Underwood,Little Toy Guns,21697813
2021-04-29,2015-08-25,Carrie Underwood,Smoke Break,19781276
2021-04-29,2015-12-02,Carrie Underwood,Heartbeat,22281571
2021-04-29,2016-05-12,Carrie Underwood,Church Bells,50404524
2021-04-29,2016-10-13,Carrie Underwood,Dirty Laundry,39596529
2021-04-29,2018-05-06,Carrie Underwood,Cry Pretty,20664091
2021-04-29,2018-09-11,Carrie Underwood,Love Wins,14169641
2021-04-29,2019-06-07,Carrie Underwood,Southbound,17125172
2021-04-29,2019-11-20,Carrie Underwood,Drinking Alone,14001056
2021-04-29,2020-11-20,Carrie Underwood,Hallelujah,6517543
2021-04-30,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71179333
2021-04-30,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21762048
2021-04-30,2009-10-02,Carrie Underwood,Before He Cheats,135192024
2021-04-30,2009-10-02,Carrie Underwood,Wasted,30134781
2021-04-30,2009-10-02,Carrie Underwood,So Small,32013986
2021-04-30,2009-10-02,Carrie Underwood,All-American Girl,35311182
2021-04-30,2009-10-02,Carrie Underwood,Last Name,26735962
2021-04-30,2009-10-02,Carrie Underwood,Just A Dream,85907993
2021-04-30,2017-12-04,Carrie Underwood,I Told You So,2644324
2021-04-30,2009-11-14,Carrie Underwood,Cowboy Casanova,37894169
2021-04-30,2010-01-20,Carrie Underwood,Temporary Home,45758237
2021-04-30,2010-05-11,Carrie Underwood,Undo It,14140681
2021-04-30,2010-09-23,Carrie Underwood,Mama's Song,52525603
2021-04-30,2011-07-28,Brad Paisley,Remind Me,137344404
2021-04-30,2012-03-12,Carrie Underwood,Good Girl,38108537
2021-04-30,2012-08-01,Carrie Underwood,Blown Away,50693698
2021-04-30,2013-01-23,Carrie Underwood,Two Black Cadillacs,48713861
2021-04-30,2013-06-07,Carrie Underwood,See You Again,46978918
2021-04-30,2014-06-26,Miranda Lambert,Somethin' Bad,128429424
2021-04-30,2014-11-06,Carrie Underwood,Something in the Water,33003989
2021-04-30,2015-01-31,Carrie Underwood,Little Toy Guns,21701456
2021-04-30,2015-08-25,Carrie Underwood,Smoke Break,19782661
2021-04-30,2015-12-02,Carrie Underwood,Heartbeat,22283787
2021-04-30,2016-05-12,Carrie Underwood,Church Bells,50414391
2021-04-30,2016-10-13,Carrie Underwood,Dirty Laundry,39602840
2021-04-30,2018-05-06,Carrie Underwood,Cry Pretty,20667232
2021-04-30,2018-09-11,Carrie Underwood,Love Wins,14174051
2021-04-30,2019-06-07,Carrie Underwood,Southbound,17130177
2021-04-30,2019-11-20,Carrie Underwood,Drinking Alone,14010458
2021-04-30,2020-11-20,Carrie Underwood,Hallelujah,6526203
2021-05-01,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71202905
2021-05-01,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21764252
2021-05-01,2009-10-02,Carrie Underwood,Before He Cheats,135224285
2021-05-01,2009-10-02,Carrie Underwood,Wasted,30137442
2021-05-01,2009-10-02,Carrie Underwood,So Small,32016248
2021-05-01,2009-10-02,Carrie Underwood,All-American Girl,35315210
2021-05-01,2009-10-02,Carrie Underwood,Last Name,26739780
2021-05-01,2009-10-02,Carrie Underwood,Just A Dream,85916085
2021-05-01,2017-12-04,Carrie Underwood,I Told You So,2647545
2021-05-01,2009-11-14,Carrie Underwood,Cowboy Casanova,37899596
2021-05-01,2010-01-20,Carrie Underwood,Temporary Home,45765289
2021-05-01,2010-05-11,Carrie Underwood,Undo It,14143371
2021-05-01,2010-09-23,Carrie Underwood,Mama's Song,52535288
2021-05-01,2011-07-28,Brad Paisley,Remind Me,137375555
2021-05-01,2012-03-12,Carrie Underwood,Good Girl,38114414
2021-05-01,2012-08-01,Carrie Underwood,Blown Away,50703690
2021-05-01,2013-01-23,Carrie Underwood,Two Black Cadillacs,48727847
2021-05-01,2013-06-07,Carrie Underwood,See You Again,46983928
2021-05-01,2014-06-26,Miranda Lambert,Somethin' Bad,128472629
2021-05-01,2014-11-06,Carrie Underwood,Something in the Water,33008935
2021-05-01,2015-01-31,Carrie Underwood,Little Toy Guns,21704844
2021-05-01,2015-08-25,Carrie Underwood,Smoke Break,19784054
2021-05-01,2015-12-02,Carrie Underwood,Heartbeat,22286088
2021-05-01,2016-05-12,Carrie Underwood,Church Bells,50425189
2021-05-01,2016-10-13,Carrie Underwood,Dirty Laundry,39609769
2021-05-01,2018-05-06,Carrie Underwood,Cry Pretty,20670220
2021-05-01,2018-09-11,Carrie Underwood,Love Wins,14177892
2021-05-01,2019-06-07,Carrie Underwood,Southbound,17135634
2021-05-01,2019-11-20,Carrie Underwood,Drinking Alone,14020737
2021-05-01,2020-11-20,Carrie Underwood,Hallelujah,6535692
2021-05-02,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71225409
2021-05-02,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21766222
2021-05-02,2009-10-02,Carrie Underwood,Before He Cheats,135254382
2021-05-02,2009-10-02,Carrie Underwood,Wasted,30139776
2021-05-02,2009-10-02,Carrie Underwood,So Small,32018040
2021-05-02,2009-10-02,Carrie Underwood,All-American Girl,35318342
2021-05-02,2009-10-02,Carrie Underwood,Last Name,26742641
2021-05-02,2009-10-02,Carrie Underwood,Just A Dream,85923096
2021-05-02,2017-12-04,Carrie Underwood,I Told You So,2650449
2021-05-02,2009-11-14,Carrie Underwood,Cowboy Casanova,37904024
2021-05-02,2010-01-20,Carrie Underwood,Temporary Home,45771280
2021-05-02,2010-05-11,Carrie Underwood,Undo It,14145594
2021-05-02,2010-09-23,Carrie Underwood,Mama's Song,52544518
2021-05-02,2011-07-28,Brad Paisley,Remind Me,137402361
2021-05-02,2012-03-12,Carrie Underwood,Good Girl,38119245
2021-05-02,2012-08-01,Carrie Underwood,Blown Away,50711997
2021-05-02,2013-01-23,Carrie Underwood,Two Black Cadillacs,48739643
2021-05-02,2013-06-07,Carrie Underwood,See You Again,46987975
2021-05-02,2014-06-26,Miranda Lambert,Somethin' Bad,128508287
2021-05-02,2014-11-06,Carrie Underwood,Something in the Water,33013548
2021-05-02,2015-01-31,Carrie Underwood,Little Toy Guns,21707686
2021-05-02,2015-08-25,Carrie Underwood,Smoke Break,19785282
2021-05-02,2015-12-02,Carrie Underwood,Heartbeat,22288003
2021-05-02,2016-05-12,Carrie Underwood,Church Bells,50434347
2021-05-02,2016-10-13,Carrie Underwood,Dirty Laundry,39615576
2021-05-02,2018-05-06,Carrie Underwood,Cry Pretty,20672621
2021-05-02,2018-09-11,Carrie Underwood,Love Wins,14181205
2021-05-02,2019-06-07,Carrie Underwood,Southbound,17140275
2021-05-02,2019-11-20,Carrie Underwood,Drinking Alone,14028654
2021-05-02,2020-11-20,Carrie Underwood,Hallelujah,6544005
2021-05-03,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71245322
2021-05-03,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21768634
2021-05-03,2009-10-02,Carrie Underwood,Before He Cheats,135282811
2021-05-03,2009-10-02,Carrie Underwood,Wasted,30142275
2021-05-03,2009-10-02,Carrie Underwood,So Small,32020120
2021-05-03,2009-10-02,Carrie Underwood,All-American Girl,35322085
2021-05-03,2009-10-02,Carrie Underwood,Last Name,26745837
2021-05-03,2009-10-02,Carrie Underwood,Just A Dream,85930388
2021-05-03,2017-12-04,Carrie Underwood,I Told You So,2653269
2021-05-03,2009-11-14,Carrie Underwood,Cowboy Casanova,37908772
2021-05-03,2010-01-20,Carrie Underwood,Temporary Home,45778042
2021-05-03,2010-05-11,Carrie Underwood,Undo It,14148046
2021-05-03,2010-09-23,Carrie Underwood,Mama's Song,52554882
2021-05-03,2011-07-28,Brad Paisley,Remind Me,137429345
2021-05-03,2012-03-12,Carrie Underwood,Good Girl,38125069
2021-05-03,2012-08-01,Carrie Underwood,Blown Away,50720701
2021-05-03,2013-01-23,Carrie Underwood,Two Black Cadillacs,48753009
2021-05-03,2013-06-07,Carrie Underwood,See You Again,46992536
2021-05-03,2014-06-26,Miranda Lambert,Somethin' Bad,128543603
2021-05-03,2014-11-06,Carrie Underwood,Something in the Water,33018361
2021-05-03,2015-01-31,Carrie Underwood,Little Toy Guns,21711005
2021-05-03,2015-08-25,Carrie Underwood,Smoke Break,19786660
2021-05-03,2015-12-02,Carrie Underwood,Heartbeat,22290215
2021-05-03,2016-05-12,Carrie Underwood,Church Bells,50443671
2021-05-03,2016-10-13,Carrie Underwood,Dirty Laundry,39622047
2021-05-03,2018-05-06,Carrie Underwood,Cry Pretty,20675438
2021-05-03,2018-09-11,Carrie Underwood,Love Wins,14184815
2021-05-03,2019-06-07,Carrie Underwood,Southbound,17145446
2021-05-03,2019-11-20,Carrie Underwood,Drinking Alone,14037334
2021-05-03,2020-11-20,Carrie Underwood,Hallelujah,6551734
2021-05-04,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71263340
2021-05-04,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21770700
2021-05-04,2009-10-02,Carrie Underwood,Before He Cheats,135306999
2021-05-04,2009-10-02,Carrie Underwood,Wasted,30144693
2021-05-04,2009-10-02,Carrie Underwood,So Small,32021886
2021-05-04,2009-10-02,Carrie Underwood,All-American Girl,35325524
2021-05-04,2009-10-02,Carrie Underwood,Last Name,26748299
2021-05-04,2009-10-02,Carrie Underwood,Just A Dream,85937127
2021-05-04,2017-12-04,Carrie Underwood,I Told You So,2655804
2021-05-04,2009-11-14,Carrie Underwood,Cowboy Casanova,37912951
2021-05-04,2010-01-20,Carrie Underwood,Temporary Home,45783913
2021-05-04,2010-05-11,Carrie Underwood,Undo It,14150126
2021-05-04,2010-09-23,Carrie Underwood,Mama's Song,52565008
2021-05-04,2011-07-28,Brad Paisley,Remind Me,137452496
2021-05-04,2012-03-12,Carrie Underwood,Good Girl,38130065
2021-05-04,2012-08-01,Carrie Underwood,Blown Away,50728438
2021-05-04,2013-01-23,Carrie Underwood,Two Black Cadillacs,48764672
2021-05-04,2013-06-07,Carrie Underwood,See You Again,46996640
2021-05-04,2014-06-26,Miranda Lambert,Somethin' Bad,128574094
2021-05-04,2014-11-06,Carrie Underwood,Something in the Water,33022540
2021-05-04,2015-01-31,Carrie Underwood,Little Toy Guns,21713842
2021-05-04,2015-08-25,Carrie Underwood,Smoke Break,19787694
2021-05-04,2015-12-02,Carrie Underwood,Heartbeat,22292269
2021-05-04,2016-05-12,Carrie Underwood,Church Bells,50452154
2021-05-04,2016-10-13,Carrie Underwood,Dirty Laundry,39627402
2021-05-04,2018-05-06,Carrie Underwood,Cry Pretty,20677884
2021-05-04,2018-09-11,Carrie Underwood,Love Wins,14187949
2021-05-04,2019-06-07,Carrie Underwood,Southbound,17149659
2021-05-04,2019-11-20,Carrie Underwood,Drinking Alone,14045070
2021-05-04,2020-11-20,Carrie Underwood,Hallelujah,6558938
2021-05-08,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71332867
2021-05-08,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21779655
2021-05-08,2009-10-02,Carrie Underwood,Before He Cheats,135401944
2021-05-08,2009-10-02,Carrie Underwood,Wasted,30153366
2021-05-08,2009-10-02,Carrie Underwood,So Small,32029506
2021-05-08,2009-10-02,Carrie Underwood,All-American Girl,35339052
2021-05-08,2009-10-02,Carrie Underwood,Last Name,26759551
2021-05-08,2009-10-02,Carrie Underwood,Just A Dream,85961878
2021-05-08,2017-12-04,Carrie Underwood,I Told You So,2665954
2021-05-08,2009-11-14,Carrie Underwood,Cowboy Casanova,37929860
